i,j
10699,7381
3031,6808
2107,2398
3068,4275
8397,5450
7340,7450
4099,8531
2103,2036
8197,4213
8793,8705
9391,4338
6347,4876
4788,5687
6119,7502
2643,9320
925,6953
3520,11178
2327,2538
2591,9003
3137,10560
2877,1215
9613,6678
336,3103
8596,965
3078,5164
6173,2280
7224,448
1240,516
8368,1914
8285,8858
1059,3527
200,2883
7519,2642
3121,9229
2342,1803
2113,2642
8061,733
10923,2657
9204,7209
1370,815
3202,8902
7559,2499
1751,4525
2711,4335
9396,8942
4535,8749
1757,8261
1993,1966
3861,8387
447,8786
10114,4535
1512,5118
472,3639
2826,3801
2283,585
5051,8102
3232,5202
3745,3284
4238,11179
2342,9504
7360,8462
8842,5202
9701,6649
8394,1496
934,1886
2530,3691
1863,8336
719,7834
5100,3008
2821,1186
4387,7923
462,1820
10586,6973
7648,909
8846,9862
853,2337
3670,5096
1192,2912
4024,5948
1608,957
4887,5440
7925,7531
4740,7282
8241,10342
8591,6210
8070,1622
244,5188
9293,7110
3170,7529
2757,9322
6205,9691
3101,7286
9121,10676
10404,5348
5144,2675
1385,11376
106,7783
5539,5712
2349,6998
4610,6396
1527,3167
8197,10790
11218,6309
6477,1716
1994,11067
3658,7484
2036,1090
1371,1815
7545,4654
3740,8178
9462,3507
8601,4184
8848,5929
8706,4033
8328,6415
6156,3907
7603,4104
5001,2536
7319,3804
8302,8667
4488,4587
3466,8540
10339,426
9276,7187
9362,5543
2669,3453
4997,664
4616,1732
11415,356
2771,476
8844,6933
10604,3925
2837,7201
3593,1439
3888,5355
11420,5470
10261,8054
3698,7880
6480,1751
7508,8522
1856,4237
1530,11506
7573,1773
3114,1327
3623,10327
6350,3407
1750,5891
2274,8399
4553,5835
2435,1197
6584,10370
7357,5786
7150,5679
6179,11404
8675,2128
10694,11326
7849,3088
2967,6645
5903,7735
7644,2950
1551,2889
10599,9058
7503,7697
8976,9322
504,7330
10091,6677
4171,2605
937,300
10156,4625
7346,6655
6044,5114
10427,8335
2647,6405
1630,3370
1422,4508
11471,1518
4398,9488
2257,10370
9137,532
4034,4209
842,2621
6447,9432
7038,3505
1980,10587
7491,5745
4286,6511
7621,5044
3726,1954
6245,8778
5257,8800
2108,3315
6171,4964
2070,1766
9670,2156
11355,2840
7469,5897
6659,5188
6912,8963
9698,114
2112,6595
5456,6013
3007,1000
223,606
5622,11134
2674,3631
1685,4557
3529,2712
694,4387
10638,10408
4471,1291
8763,7277
5980,5836
4748,106
9424,6356
82,6158
1849,7873
7090,8371
4324,5333
7546,5088
5440,8986
10423,10081
535,9404
374,2101
5329,930
10242,3155
1685,6121
2126,10062
1540,263
55,8048
338,11532
9105,7314
7997,4445
2599,3279
7023,2714
5081,9164
8834,1287
5429,8318
3401,3745
3692,1805
5215,5251
8895,9022
3687,2401
3404,9395
301,8755
10432,7907
2022,4982
10920,3552
2916,6107
1988,24
8175,7340
7990,9717
1439,4465
8415,3922
6991,342
7180,7215
4714,10637
8193,1507
11383,2918
5714,5444
6882,2562
10375,3292
6666,3622
6570,8111
9309,11216
7892,2073
2948,11328
5287,6192
10372,5210
5107,8549
1727,1333
8713,7567
9700,5159
10821,9356
5223,5575
1939,5984
10074,2278
6101,934
8098,3203
7850,2516
2461,338
9142,7570
7151,347
10212,4831
5134,6479
9192,5456
959,2383
288,2730
8395,4706
5396,4051
160,7298
1575,2352
8047,8463
1933,10209
6811,5338
9353,7078
4481,958
1260,254
3788,5489
1029,3103
3941,6400
2978,7535
1069,1479
4083,4188
1709,10317
6279,379
8516,3243
5797,483
8680,1583
5761,7963
3992,4519
7817,6745
3768,1386
4624,4408
2404,6208
8703,1331
308,3748
6466,1517
2226,1706
3909,5490
3201,8806
1438,11388
7881,6427
2447,9436
11295,3438
1688,6720
3682,7949
4451,98
5776,11245
9462,1673
992,3401
3840,6469
2964,10598
701,986
5543,10189
6034,1025
5184,10638
716,8321
8575,4414
5980,6419
9401,1146
9410,1463
1314,11381
5295,930
749,5670
4644,6737
7137,3076
630,692
5540,9196
7031,1367
8552,3558
3228,10922
9678,8302
8051,3679
1601,1417
6109,9042
7266,7635
2189,4861
3804,9738
4374,6083
3185,2535
2268,7927
8762,11346
8506,3919
1949,10791
2723,3507
300,6994
3773,4704
5323,5317
739,536
11298,5901
6136,8386
7954,2973
1287,8266
8254,7758
8994,1123
2117,2552
8087,4187
11493,4675
3199,3930
8103,8614
9348,10991
3696,988
2132,9353
4088,9088
4411,6055
6589,2263
481,363
1543,7099
2281,2466
5658,2468
10961,2915
3560,6253
10177,11067
6810,3217
5612,6110
1095,4447
10364,2722
501,2259
7885,7709
3223,4051
2606,11494
766,1461
10858,9645
6917,4168
1185,2138
3092,8783
10643,4044
748,8784
7687,2520
10532,7439
7515,10422
8345,1545
4560,1083
3659,264
3581,8527
6665,6631
6487,9851
7892,9276
6594,1687
11253,2580
5582,6051
9108,8828
1642,6626
7423,9172
1947,8239
8805,2845
9076,7288
7406,174
1148,3681
2499,1124
2581,10350
2640,8545
2498,7000
1636,4272
1183,4906
8100,3106
6062,3742
2420,5747
417,3295
7697,4550
4387,2742
4995,10391
855,10394
5786,2490
3160,8990
3833,5129
1102,10363
10471,2471
6770,645
3614,8142
7346,8620
5091,5480
2534,7331
2274,4659
3186,1812
3749,8225
268,9661
6652,10637
11385,3435
8844,3053
7636,4498
9323,940
1279,11214
5090,425
1340,4467
1705,3026
11208,8705
4060,8545
5923,11200
6990,10968
3437,7332
198,11138
7695,10370
535,1552
4915,748
1932,3396
10322,8920
7061,103
9742,7766
10387,538
5835,2855
6448,7164
4966,2933
5841,142
8685,4712
1030,11321
4139,2265
3633,3129
5950,4240
3886,6328
1552,5959
8005,3887
4063,1797
8238,11214
1012,4951
5073,10471
77,2035
4705,3505
6742,4116
2151,10691
2366,1548
4785,9524
4381,10368
5541,1469
3279,3839
20,5520
8403,3676
10605,4330
3113,657
629,10052
6322,7268
7498,1044
5658,7238
3029,5129
6575,11413
7519,2292
7509,748
4005,9
1730,10166
489,6007
10080,3649
1070,8258
5908,8510
8432,4635
3576,5621
6369,6841
5460,4778
5029,6893
5902,36
8256,7164
4272,3941
7973,1271
793,1608
7586,2802
4563,5893
3704,3366
3795,459
3519,376
8608,2695
854,5517
6537,383
8339,10482
8663,3178
522,11204
6731,5532
7310,7175
480,8853
3526,916
2156,540
1132,6082
11240,6356
10091,7458
86,1523
7700,11288
4170,10642
6021,636
7053,5817
4836,3318
7521,5470
3411,6203
7673,277
11134,2117
2319,5459
3983,7104
8505,1999
922,4307
6102,1682
10369,7864
6924,9330
3964,2272
1656,6149
8445,4208
1085,6977
5893,5333
3273,5163
3331,521
9139,7852
11478,5203
1270,8008
7520,1198
5310,7402
4230,2346
388,1986
2507,4623
8700,9689
6628,8961
821,2068
4480,8062
7741,2557
4057,11230
9484,959
4345,6608
10480,3853
2990,10112
9396,1202
1296,9848
4080,6954
5191,11340
1948,475
2288,248
4793,1627
6825,2405
1511,814
5561,4559
7039,10421
5680,73
4406,11339
10426,3593
7958,11069
3259,557
1158,2328
8368,9045
2898,4543
2525,5766
2387,2729
894,3092
7266,2920
10592,6310
3111,127
6500,11341
6621,3629
6668,11373
8549,10403
3479,1625
4768,2442
1605,10791
1362,4796
3444,5240
10766,9030
4427,7161
7635,2612
3758,509
9344,4558
8216,1976
1707,3858
2000,641
10269,3909
9844,274
1282,10525
10231,8106
1619,1922
2688,5148
4044,6403
4482,3568
827,8057
4670,2805
4181,10251
9141,8238
661,6604
4176,8106
560,7397
9118,2144
5630,138
4088,8977
7503,550
2833,1149
7121,7889
2558,11296
734,8384
5302,10394
8541,11181
703,1227
9131,6045
150,1285
5901,6789
5259,2259
8823,10541
4970,4191
3863,10334
10195,1200
4023,8951
8520,4606
8325,10468
1714,2062
7995,4970
71,9079
882,5598
4643,6126
5850,6859
8846,6935
4912,1547
4605,3932
6125,1291
214,4174
657,6869
10323,936
6578,5970
6876,5102
1829,11442
7332,2888
4852,1613
5812,6340
5871,10100
4685,559
3832,5907
3902,3155
2143,3746
1591,4309
4398,2543
5505,803
6646,6526
5562,3152
5953,4228
10973,3641
11167,6401
6881,4527
3681,9124
4965,9757
4032,10299
6237,5827
9814,8263
3462,5665
3467,6701
3670,8397
881,5903
3362,5769
1953,7561
2754,6128
6246,3000
1180,3140
4633,823
522,9172
4929,1739
10,8250
1244,9735
955,6117
4481,7631
73,11463
8719,1808
3598,1023
3594,11225
10407,3872
10421,2854
1545,1424
5970,7837
10998,2765
5106,5043
7436,3414
8363,3772
11196,10315
1127,7615
9739,11519
2296,4213
9096,5367
8796,2743
7113,11399
7814,990
8293,2674
455,6344
4431,6969
7687,5684
661,10108
9386,10701
4927,2286
10589,6132
3280,11221
20,6781
7627,6049
4902,2633
8018,178
5251,1020
6396,11534
1139,9405
5789,486
4199,11412
772,578
4516,2456
29,7074
2371,9249
3171,2451
6444,6779
7479,3482
791,5593
7038,7749
11368,8256
1813,2012
6186,9443
9370,11181
10394,1856
1046,10984
169,3052
872,2068
7336,5181
2522,5092
10559,7822
7576,5093
1837,1462
4651,5451
2385,3970
3487,1855
1530,6080
3958,2100
10982,6524
6959,198
9314,6850
8444,7027
1648,1542
4086,2830
8245,10819
6954,1405
10542,6508
1532,3228
7998,6099
483,4966
3496,10761
7826,6112
2606,10849
5924,6533
9762,2087
2772,46
691,582
2923,3604
10319,1897
5037,1575
2343,3565
4104,2736
524,9257
853,1141
6892,4774
1201,7386
8710,9698
5142,378
1608,81
323,1288
860,1807
2587,10755
8840,8830
11438,10973
2609,10392
5466,5592
938,5577
7883,4547
7390,6323
1686,1633
622,7289
1890,9408
2261,5197
2238,1038
1841,10077
2504,1771
5106,3334
5629,3900
6435,6479
4804,94
8405,11163
5645,10973
10176,6686
4285,3880
8716,2252
6981,1061
5438,6971
10325,3961
4881,11250
743,10749
4971,1666
11520,3101
5322,9001
2820,4788
5982,7856
8546,1074
9056,8696
9567,4653
7736,7816
11501,6950
4227,1629
4815,4774
6484,5681
1464,8016
7227,4667
2743,5672
4920,7833
6090,7353
10352,5162
10821,3530
961,4098
4669,6045
4914,3670
9008,6830
4835,5975
456,4517
5978,6206
6555,10484
1449,3421
11528,871
905,3929
1098,1778
10234,3439
634,7738
6895,22
3963,7751
1367,1995
11504,2370
4784,4840
3339,1679
4629,3472
2164,8783
4833,3400
6820,9434
7561,1704
4268,8852
3591,3395
9278,4499
707,8558
2769,7665
1707,4300
4465,1172
1137,6052
1142,10584
10426,3597
10221,3852
106,1203
2772,4875
9050,1232
4460,4992
9385,4677
8914,6395
8256,6808
7288,4621
4315,3506
4996,4993
489,5839
1652,5722
7757,6629
10577,1673
598,8532
11388,1993
7631,10231
5898,5299
1813,289
1534,1501
3985,988
11167,2067
2180,8175
10579,1047
11480,2167
7190,10781
5905,1768
6852,4009
8256,7352
8678,4254
373,506
8620,5696
8627,9107
9248,6289
4016,6883
4630,1944
3153,6508
7806,7335
5435,5265
4525,2400
2973,5457
2576,1734
4879,1228
6182,371
2493,1181
3275,4823
6800,5859
5039,3777
2545,10343
3965,2485
2709,10746
8910,469
1938,7822
9567,1423
5554,8897
8061,9611
3497,459
4966,5399
2054,350
10322,3351
1178,9275
7462,7121
1602,3216
3766,9299
7629,1408
2891,7548
1767,2542
3440,10922
10780,5204
587,4010
11366,7099
9204,9152
7874,2753
3901,1798
7032,2525
675,5808
10180,6113
8867,3795
11340,8240
7180,5776
2671,4427
8310,1270
3896,4533
7334,8895
965,5923
3704,1405
2526,1547
2904,7526
5645,11382
2132,6618
10428,2847
2787,10323
6534,6473
542,3027
1809,2566
8300,51
2712,1736
4188,2960
3584,7950
8326,10643
5926,7999
3946,10073
8340,1402
3829,10791
2082,7354
11523,9514
4782,2834
3164,5766
454,1137
4369,4691
11069,285
11338,787
7749,2782
11124,1338
9460,4169
10212,2690
924,3204
1469,8018
7033,484
6833,10484
6133,10192
6174,4281
2128,653
232,10061
9724,10482
4327,7412
993,129
2195,373
5684,8803
10249,5344
2675,3423
8776,1582
9674,11521
6128,2720
4603,4494
4832,7446
2769,1798
6317,1464
4186,10092
5925,1468
8215,3679
4017,10370
1275,2547
2849,8812
2038,200
7724,4289
7066,403
6058,6990
7735,9316
7602,8315
6418,8472
9275,10083
473,692
6566,5815
5742,5382
3240,9016
2981,3146
9071,3895
8638,2828
4824,3031
11228,8872
1177,5764
6080,681
6684,4862
7401,7037
214,4653
2684,2113
1593,3830
6482,9814
2104,1473
7690,3460
2024,7191
5137,2908
3014,5194
9671,1031
4292,4311
6649,5809
364,3381
8702,9460
2369,3352
6976,10357
522,3806
4918,741
33,5006
6518,2316
9420,6554
10998,332
693,689
289,1568
9782,2742
6084,3486
5552,4851
2570,7688
6686,6108
8628,957
969,4115
7093,7012
5972,237
7893,5438
11220,1386
3612,5016
5747,1710
4498,9846
3728,10785
1473,8867
7215,3615
2213,2143
6882,1395
3809,4769
1115,5087
8067,2499
6667,3279
3589,11253
10036,11232
646,3378
4,2211
3545,4383
2921,4293
1873,4645
7772,1732
11377,5427
5634,1680
5341,1217
2055,10818
6014,5387
4403,4408
186,1821
8872,4328
1456,3682
10563,2689
4990,1106
2843,7174
9465,2287
11331,1652
10066,8051
2547,5107
140,1933
7725,1511
4000,2469
7114,1249
2808,1103
3519,8358
647,1429
3742,7990
3623,6596
1547,8545
9347,123
5333,4029
4604,4884
6178,5350
2942,8154
2587,492
8656,3185
5435,5121
1989,5726
3862,3207
1898,3456
2151,1382
5967,3527
6403,625
62,708
7123,8837
2621,8264
9733,5396
7987,6011
4233,4295
2252,494
245,11297
3556,1064
9612,4326
7775,990
3575,4267
6472,5888
5375,3770
5396,895
4023,4477
508,6797
3634,1711
11259,8037
5170,6516
3786,9519
6624,2008
8338,4530
4868,3579
3147,8589
5458,11296
2654,1493
7225,4709
7636,7354
7843,8993
560,3031
4176,1605
8,3466
2773,3541
1525,6796
532,317
186,3905
6980,6625
4292,5953
77,835
1689,5704
1512,4001
10060,8369
9097,228
4866,4888
5676,7023
5534,1234
390,6320
1581,7097
4778,4831
2809,1995
7350,4637
6192,3437
1807,2259
8619,7175
453,4232
1526,4624
5937,3210
1310,10861
9312,5427
8682,3545
6218,3908
3928,2444
9274,11222
8559,7651
6950,10699
371,4622
9177,4644
6078,11509
11534,370
4421,5195
10461,2708
2634,658
2611,6881
3224,10471
3901,2635
4797,2060
4042,1274
6412,9047
1964,5634
337,8571
834,5102
1350,2550
4511,790
357,8332
5633,5245
4421,3419
1287,5581
10515,35
9077,989
6321,9006
1701,6966
3112,4186
7002,10849
8792,1833
7099,11395
7372,2445
11181,2927
753,1665
5442,3436
6620,1379
7916,5814
5464,1844
3418,2844
997,892
4286,4139
6049,9355
3300,4492
10482,1843
89,8006
6214,4799
5330,8468
2373,5632
6605,7164
10056,4229
1913,5654
8654,10114
8219,6975
3519,6529
1292,6494
9520,9244
4708,4989
7535,1837
8105,9443
10517,8268
645,7565
8942,3754
7287,922
808,9227
5247,9356
10209,8178
4621,1514
9750,8367
860,6492
1570,7630
10534,10572
7220,8515
476,226
1422,10700
7358,4116
8650,8257
9059,9487
2843,6333
10403,6975
3522,8728
6246,2061
9470,4933
3927,5093
7662,228
1128,1555
24,1701
4278,4516
4933,10115
880,5432
689,10966
3398,392
4836,7081
2759,1031
623,5287
4228,6898
263,8215
2506,9814
11181,2467
2035,2656
8339,3782
2750,47
1439,11201
7826,6357
3575,6577
2426,3718
6947,4342
11494,2411
7087,11234
2703,6389
379,8560
198,8388
7035,7186
2287,1552
9202,1487
3070,11296
4258,6859
8538,5969
7272,8652
10462,3585
9716,11069
7529,1652
10872,5071
7958,7858
8766,11150
5261,9249
2887,9460
6679,2112
5424,7121
2452,3153
7228,14
1374,4207
2916,6021
3302,4201
5477,7282
10846,7760
2819,6059
3262,2992
3704,226
360,3807
3488,9362
4204,7736
4869,3452
339,4901
5688,9425
9527,21
3970,8998
5769,2757
8908,10123
3501,1825
7196,4709
7032,7408
727,4600
2096,7385
8534,11195
6032,7148
4256,2685
10119,31
5821,5935
6341,10144
5218,4371
9483,4175
9259,7815
8858,562
1222,10220
7811,10498
1501,1070
1677,5153
924,555
3824,3319
4702,3309
4873,6313
1849,1336
1839,2927
3057,304
9576,7758
9840,1089
5385,5202
11325,2747
5817,3455
9041,5874
4393,8157
1810,5116
5146,11468
8926,2973
10325,158
2292,8966
8899,8852
1352,4057
2049,2024
8986,33
5836,2059
5177,1428
7507,2208
11183,3511
1098,4111
7025,3241
6390,5440
399,1194
8800,1717
3079,5133
1372,8470
3065,9041
2998,10092
323,2825
4541,8913
5077,10764
1669,2691
9424,5309
11443,2943
11180,4028
1130,10059
2383,7674
2258,2373
3539,1167
4494,1359
8110,5163
455,5770
9203,8546
576,309
7774,5429
6390,8400
4451,11450
3694,2144
1652,10157
7346,6665
5734,1768
941,1782
3792,3311
10212,11187
3086,8875
3787,5710
8472,3524
944,2537
1398,197
3231,11415
7682,4789
10860,9278
7525,8358
602,11150
7,4172
3999,2600
11197,7642
5745,2589
7002,1012
4900,686
1388,2833
10945,2024
6025,6658
11263,5435
7337,4191
9219,406
4202,9121
2933,925
243,627
5507,9519
7285,3474
5745,5861
1575,1452
3632,7943
6042,5008
10543,527
746,6577
5368,9666
301,10781
6092,10632
1770,2029
5090,9048
4341,6949
1663,6058
10849,3657
2709,3484
4986,796
3827,997
6193,3197
1704,7035
4535,2508
1466,11483
3625,2529
6966,5744
1175,9670
3093,9031
5443,7448
3557,1385
7411,4645
9156,6839
7223,6523
5645,1968
5491,10414
8622,2671
10083,1894
5088,2830
4120,5068
9422,3538
9082,6800
10600,7215
6144,8678
2453,2490
5385,5426
9881,336
7109,8115
1454,6458
4206,1189
458,3358
8261,6105
7627,7193
5609,7224
1347,9646
706,8673
8558,1697
8180,6115
7485,1653
3886,7331
6784,3048
11388,3325
2906,4512
4910,4218
10324,8357
6621,3535
10232,7323
9153,11393
7925,220
5377,7964
1826,3824
10639,7773
1527,4491
5797,11326
2383,6360
3102,3612
5708,3442
406,2304
772,9142
3164,3758
5583,2780
934,1594
521,2870
3240,9306
5414,6377
6332,5419
1916,4448
780,6013
8793,10370
1857,10848
7186,6482
280,2090
2193,3501
5710,5896
8984,2867
3886,2762
10460,9859
9661,5382
4471,7545
7164,4008
2956,3765
1452,5330
1575,8797
269,11199
5763,2519
3136,10049
10600,680
439,7916
3094,10533
4669,6213
274,11488
6585,4203
8260,8400
8072,2313
2181,1923
7946,1033
9743,7899
3785,5344
559,2236
7933,4768
6936,11206
1500,4614
1037,10376
7760,6949
836,5173
5902,1801
3198,11352
359,182
6169,10401
5426,6475
7175,2828
1925,913
4858,7560
7068,3562
7443,11548
1571,3074
5310,3292
2916,482
9161,5193
10674,4592
9523,551
10691,10984
6830,8895
7856,10965
739,11142
1480,10818
3994,7780
8384,5278
3041,6501
1187,4805
10092,711
10276,4113
5792,6121
4320,1548
8409,9851
1807,3555
4979,5911
5884,762
10321,10468
532,7963
7707,3464
9384,1809
5679,10160
2708,3754
7756,1484
11432,4104
531,2590
2378,9830
7821,5253
2151,195
2042,3786
1700,5004
2850,1566
6808,7458
976,2935
6393,3602
3202,126
8329,4992
10060,7760
2106,1707
2325,10942
9191,8216
8813,4646
7925,8995
9077,1025
3633,7340
9815,9002
3215,5077
4714,3295
935,8370
4728,595
577,4364
9202,7995
3771,925
362,7895
169,2048
6949,3094
6850,5213
6167,3407
2135,2183
7364,7503
8686,6345
696,1559
10014,7
6432,6593
781,2490
318,11525
2632,2220
3967,611
3875,837
2190,6375
2042,358
3960,2541
679,272
6271,8766
2221,5982
3905,11471
9019,7174
1153,10096
2415,7725
2267,3333
529,509
6777,5875
2739,724
7769,10420
10938,2204
3009,898
7638,6579
3523,4254
1112,2850
3100,5298
1392,5440
8962,288
11371,7001
876,6490
7905,9020
1939,7006
6827,8287
9732,4774
64,10821
3534,15
7905,5742
29,339
3500,1651
6245,42
9091,4730
2530,2828
3529,2261
7991,7608
5974,11512
9680,2266
8463,2282
643,10478
7029,6521
108,1876
1320,3859
8464,7810
10988,10152
3031,7812
4126,2504
2356,3082
9683,8473
14,11462
2647,4545
352,2767
10649,10857
5368,1928
6123,4663
8762,10377
2497,1751
1881,698
6111,10431
3495,3190
1963,7407
7005,10970
7527,7516
1736,2059
7532,1604
4505,8542
1971,8325
1234,10756
107,842
9681,10531
2670,609
5425,2717
1762,3749
5117,3859
7956,2166
4033,6333
2710,2221
2112,6981
3374,6305
2650,514
210,2423
6515,5106
8322,2736
9139,7184
8533,258
5376,3913
5510,7217
2414,7720
3610,7998
4267,9486
10990,7617
9714,10509
4287,8238
1287,4017
3666,6200
10394,11465
232,3333
69,8519
2695,5440
8701,4244
652,10409
4366,644
554,1083
8225,1302
1240,1273
10212,5050
1781,1219
10835,7843
7224,1343
5539,8072
1527,6493
3122,1590
282,5558
4631,4766
2876,7081
6898,6677
10395,727
2514,2354
7117,11177
4717,2164
10995,6837
5301,11485
8258,686
91,7770
3806,2727
10692,5039
1687,4409
243,4336
3578,8555
5775,1645
6352,304
7302,4595
7033,11552
2153,2261
5507,6475
1257,403
10586,3086
4330,6175
2390,1545
4463,8121
3741,4619
2743,4884
713,2003
7545,3451
4231,2684
3516,3486
2121,1498
7228,449
414,2713
10314,7847
6535,3442
779,5942
5734,10857
2964,504
10833,3645
4437,11391
4057,5398
1276,4811
1609,11244
8584,9101
4460,3691
5549,1256
5477,77
11168,1027
4622,2878
7296,8067
2075,3907
1780,1062
2312,6537
2899,6111
7975,8174
11418,8082
433,5296
4691,8805
8734,11393
3158,7091
2813,1704
3533,10404
11496,5710
5639,3388
6822,3240
874,6921
9834,2311
1995,2890
4017,3625
8950,1165
3967,7124
1689,1459
1025,1483
7851,4377
6229,60
10352,11376
3913,294
445,2448
10066,7252
685,3092
8800,1377
6448,4319
9158,2804
6274,4674
8709,10991
8337,2839
5864,4791
5023,3724
3254,11177
4043,8657
5274,484
2761,9424
7268,3254
4097,11426
1104,1434
6028,5653
6625,9847
11252,11338
9466,507
8944,1978
9850,8767
3265,3455
11067,2265
3346,346
5303,4464
10647,212
8513,1125
7824,6395
2261,8003
3530,7301
732,4893
10642,7326
8785,7882
3042,5350
8052,8672
1517,4383
4002,1777
7324,5611
3299,407
10644,4951
9207,7076
9205,9611
2492,5121
1345,759
7067,2830
2471,8628
7568,6113
244,3642
5466,2342
8400,8414
5532,5546
10513,5524
3134,9035
1754,7509
3532,11334
4516,4394
8775,1161
5789,7185
3730,9219
6621,2318
9865,11209
1408,1983
6849,11206
4361,10923
3734,6222
6815,11188
7441,7861
3847,3866
3114,4860
10071,3601
6975,9131
9737,2228
8835,7885
9305,6386
3268,6721
5074,7836
4774,8656
6093,7769
10349,8829
1332,4013
3857,7566
10310,2322
3865,9098
10350,4668
714,4091
4765,1349
5030,11180
3667,3659
3583,10317
7819,226
2754,4751
2754,2
2008,7087
8627,5208
5567,10760
7113,8985
9134,7223
7693,5020
10673,2933
2973,1646
8252,10517
2593,1813
4780,6424
1545,3281
5759,11550
7330,2936
3354,6128
3712,8321
5008,7688
3642,454
5710,3825
2975,6597
11138,4968
6183,7079
11351,615
10763,8846
9521,10372
3643,4119
8286,5916
3631,3482
2515,3491
5227,1274
5854,4318
738,4933
624,3861
5215,11230
2424,8528
2062,3118
8866,7350
840,2368
8098,305
9410,1989
8215,7981
24,159
45,7337
6214,1940
4963,111
4471,1452
11300,2933
194,6937
9118,4542
9849,3480
2339,938
4354,5908
7178,9030
2342,1723
10849,347
7822,405
7422,7016
1365,5674
4788,8777
10212,1960
8177,4709
4989,4848
7077,8110
4914,8247
5939,3252
3838,1796
11180,9100
5205,2383
5655,7707
226,221
4106,8386
3296,4609
2016,9079
11530,7298
11530,2822
6004,5725
1519,9634
6234,7271
6027,4203
3618,10589
2219,8509
195,6899
1447,8017
5557,6183
777,4084
10541,1276
5916,4372
1899,8199
5561,4300
1329,2358
11218,448
1891,11421
6312,8047
9685,2498
10698,5962
3656,2692
1260,6481
3446,5805
1736,4968
3752,8772
3647,9998
1399,10498
105,2715
5355,2466
271,7358
11500,4546
